"Number","CurrentPath","ArchiveTarget","TargetParentDirectory","TargetParentExists","CurrentPathExists","ArchiveTargetExists","RiskBucket","SourceRefFileCount","SourceRefFiles","ReplacementRule","RewriteHitCount","AgentBoardStaleRisk","AgentBoardSourceFiles","HumanNavigationRisk","HumanNavigationSourceFiles","DocsSourceFiles","ScriptsRefs","TestsRefs","OverwriteRisk","Blockers","CandidateAction","PostMoveValidationCommand"
"597","docs/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md","docs/archive/phases/v14/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","9",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md -> docs/archive/phases/v14/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md","13","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"614","docs/v7_200_smart_commander_portable_protocol_extraction_gate.md","docs/archive/phases/v7/v7_200_smart_commander_portable_protocol_extraction_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","6","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_200_smart_commander_portable_protocol_extraction_gate.md; docs/v7_201_smart_commander_reuse_package_index_gate.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md; README.md","docs/v7_200_smart_commander_portable_protocol_extraction_gate.md -> docs/archive/phases/v7/v7_200_smart_commander_portable_protocol_extraction_gate.md","9","False","","True","README.md","docs/v7_200_smart_commander_portable_protocol_extraction_gate.md; docs/v7_201_smart_commander_reuse_package_index_gate.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"615","docs/v7_201_smart_commander_reuse_package_index_gate.md","docs/archive/phases/v7/v7_201_smart_commander_reuse_package_index_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","5","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_201_smart_commander_reuse_package_index_gate.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md; README.md","docs/v7_201_smart_commander_reuse_package_index_gate.md -> docs/archive/phases/v7/v7_201_smart_commander_reuse_package_index_gate.md","10","False","","True","README.md","docs/v7_201_smart_commander_reuse_package_index_gate.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"616","docs/v7_202_smart_commander_external_adoption_readiness_gate.md","docs/archive/phases/v7/v7_202_smart_commander_external_adoption_readiness_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","5","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_202_smart_commander_external_adoption_readiness_gate.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md; README.md","docs/v7_202_smart_commander_external_adoption_readiness_gate.md -> docs/archive/phases/v7/v7_202_smart_commander_external_adoption_readiness_gate.md","8","False","","True","README.md","docs/v7_202_smart_commander_external_adoption_readiness_gate.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"617","docs/v7_203_smart_commander_portable_release_candidate_gate.md","docs/archive/phases/v7/v7_203_smart_commander_portable_release_candidate_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","5","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_203_smart_commander_portable_release_candidate_gate.md; docs/v7_205_static_review_console_mockup_spec_gate.md; README.md","docs/v7_203_smart_commander_portable_release_candidate_gate.md -> docs/archive/phases/v7/v7_203_smart_commander_portable_release_candidate_gate.md","13","False","","True","README.md","docs/v7_203_smart_commander_portable_release_candidate_gate.md; docs/v7_205_static_review_console_mockup_spec_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"618","docs/v7_205_static_review_console_mockup_spec_gate.md","docs/archive/phases/v7/v7_205_static_review_console_mockup_spec_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","10","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/archive/DOCS_ARCHIVE_C1J_DOCS_ONLY_REFERENCE_REWRITE_PACKAGE_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1K_DOCS_ONLY_REFERENCE_REWRITE_AUTHORIZATION_PACKAGE_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1O_REWRITE_EXECUTION_RECORD.md; docs/v7_205_static_review_console_mockup_spec_gate.md; docs/v7_206_static_review_console_mockup_file_gate.md; docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md; docs/v7_211_static_mockup_accessibility_review_gate.md; README.md","docs/v7_205_static_review_console_mockup_spec_gate.md -> docs/archive/phases/v7/v7_205_static_review_console_mockup_spec_gate.md","19","False","","True","README.md","docs/v7_205_static_review_console_mockup_spec_gate.md; docs/v7_206_static_review_console_mockup_file_gate.md; docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md; docs/v7_211_static_mockup_accessibility_review_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"619","docs/v7_206_static_review_console_mockup_file_gate.md","docs/archive/phases/v7/v7_206_static_review_console_mockup_file_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","7","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/archive/phases/v7/v7_207_static_mockup_review_and_index_gate.md; docs/v7_206_static_review_console_mockup_file_gate.md; docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md; docs/v7_211_static_mockup_accessibility_review_gate.md; README.md","docs/v7_206_static_review_console_mockup_file_gate.md -> docs/archive/phases/v7/v7_206_static_review_console_mockup_file_gate.md","10","False","","True","README.md","docs/v7_206_static_review_console_mockup_file_gate.md; docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md; docs/v7_211_static_mockup_accessibility_review_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"620","docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md","docs/archive/phases/v7/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","6","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/archive/DOCS_ARCHIVE_C1J_DOCS_ONLY_REFERENCE_REWRITE_PACKAGE_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1K_DOCS_ONLY_REFERENCE_REWRITE_AUTHORIZATION_PACKAGE_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1O_REWRITE_EXECUTION_RECORD.md; README.md","docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md -> docs/archive/phases/v7/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md","14","False","","True","README.md","","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"621","docs/v7_209_static_mockup_product_copy_cleanup_gate.md","docs/archive/phases/v7/v7_209_static_mockup_product_copy_cleanup_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","6","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md; docs/v7_209_static_mockup_product_copy_cleanup_gate.md; docs/v7_211_static_mockup_accessibility_review_gate.md; README.md","docs/v7_209_static_mockup_product_copy_cleanup_gate.md -> docs/archive/phases/v7/v7_209_static_mockup_product_copy_cleanup_gate.md","6","False","","True","README.md","docs/v7_208_static_mockup_visual_polish_or_pause_decision_gate.md; docs/v7_209_static_mockup_product_copy_cleanup_gate.md; docs/v7_211_static_mockup_accessibility_review_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"622","docs/v7_211_static_mockup_accessibility_review_gate.md","docs/archive/phases/v7/v7_211_static_mockup_accessibility_review_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","3","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; README.md","docs/v7_211_static_mockup_accessibility_review_gate.md -> docs/archive/phases/v7/v7_211_static_mockup_accessibility_review_gate.md","9","False","","True","README.md","","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"623","docs/v7_212_static_mockup_accessibility_patch_gate.md","docs/archive/phases/v7/v7_212_static_mockup_accessibility_patch_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","5","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_211_static_mockup_accessibility_review_gate.md; docs/v7_212_static_mockup_accessibility_patch_gate.md; README.md","docs/v7_212_static_mockup_accessibility_patch_gate.md -> docs/archive/phases/v7/v7_212_static_mockup_accessibility_patch_gate.md","5","False","","True","README.md","docs/v7_211_static_mockup_accessibility_review_gate.md; docs/v7_212_static_mockup_accessibility_patch_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"624","docs/v7_214_mainline_backlog_review_after_static_mockup_gate.md","docs/archive/phases/v7/v7_214_mainline_backlog_review_after_static_mockup_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","3","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; README.md","docs/v7_214_mainline_backlog_review_after_static_mockup_gate.md -> docs/archive/phases/v7/v7_214_mainline_backlog_review_after_static_mockup_gate.md","5","False","","True","README.md","","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"625","docs/v7_215_v10_12_provider_fingerprint_activation_readiness_review_gate.md","docs/archive/phases/v7/v7_215_v10_12_provider_fingerprint_activation_readiness_review_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","4","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v7_214_mainline_backlog_review_after_static_mockup_gate.md; README.md","docs/v7_215_v10_12_provider_fingerprint_activation_readiness_review_gate.md -> docs/archive/phases/v7/v7_215_v10_12_provider_fingerprint_activation_readiness_review_gate.md","6","False","","True","README.md","docs/v7_214_mainline_backlog_review_after_static_mockup_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"626","docs/v7_216_v10_12_provider_fingerprint_activation_briefing_gate.md","docs/archive/phases/v7/v7_216_v10_12_provider_fingerprint_activation_briefing_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","3","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; README.md","docs/v7_216_v10_12_provider_fingerprint_activation_briefing_gate.md -> docs/archive/phases/v7/v7_216_v10_12_provider_fingerprint_activation_briefing_gate.md","3","False","","True","README.md","","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"627","docs/v7_219_release_readiness_delta_after_static_and_provider_prep_gate.md","docs/archive/phases/v7/v7_219_release_readiness_delta_after_static_and_provider_prep_gate.md","docs\archive\phases\v7","True","True","False","human_navigation","5","docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/archive/phases/v7/v7_218_mainline_post_provider_briefing_backlog_gate.md; docs/archive/phases/v7/v7_220_release_delta_index_and_quality_stop_gate.md; README.md","docs/v7_219_release_readiness_delta_after_static_and_provider_prep_gate.md -> docs/archive/phases/v7/v7_219_release_readiness_delta_after_static_and_provider_prep_gate.md","5","False","","True","README.md","","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"683","docs/v8_final_retouch_route_closeout_matte_ceramic_mug_v4.md","docs/archive/phases/v8/v8_final_retouch_route_closeout_matte_ceramic_mug_v4.md","docs\archive\phases\v8","True","True","False","human_navigation","11",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/archive/phases/v8/v8_004_final_retouch_route_closeout.md; docs/prompt_artifact_schema_inventory.md; PROJECT_MASTER_PLAN.md; README.md","docs/v8_final_retouch_route_closeout_matte_ceramic_mug_v4.md -> docs/archive/phases/v8/v8_final_retouch_route_closeout_matte_ceramic_mug_v4.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md; docs/prompt_artifact_schema_inventory.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"684","docs/v8_next_route_decision_options.md","docs/archive/phases/v8/v8_next_route_decision_options.md","docs\archive\phases\v8","True","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/archive/phases/v8/v8_005_next_route_decision_gate.md; PROJECT_MASTER_PLAN.md; README.md","docs/v8_next_route_decision_options.md -> docs/archive/phases/v8/v8_next_route_decision_options.md","14","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"687","docs/v9_002_delivery_readiness_package_gate.md","docs/archive/phases/v9/v9_002_delivery_readiness_package_gate.md","docs\archive\phases\v9","False","True","False","human_navigation","9",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v9_002_delivery_readiness_package_gate.md -> docs/archive/phases/v9/v9_002_delivery_readiness_package_gate.md","13","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"688","docs/v9_003_delivery_readiness_acceptance_criteria_gate.md","docs/archive/phases/v9/v9_003_delivery_readiness_acceptance_criteria_gate.md","docs\archive\phases\v9","False","True","False","human_navigation","9",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v9_003_delivery_readiness_acceptance_criteria_gate.md -> docs/archive/phases/v9/v9_003_delivery_readiness_acceptance_criteria_gate.md","13","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
